customer_id,risk_segment,churn_probability,likely_drivers,recommended_action,retention_priority
6578-KRMAW,low,0.26179999113082886,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4860-IJUDE,medium,0.4138999879360199,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7666-WKRON,low,0.052299998700618744,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
9688-YGXVR,low,0.2662999927997589,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
0423-UDIJQ,low,0.31700000166893005,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1945-XISKS,low,0.010999999940395355,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4910-AQFFX,medium,0.6011999845504761,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
2154-KVJFF,medium,0.642799973487854,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
5360-LJCNJ,low,0.11739999800920486,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
2607-FBDFF,medium,0.4438999891281128,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
9647-ERGBE,medium,0.6053000092506409,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3428-XZMAZ,high,0.8385999798774719,"usage, support_tickets, payments","Contact within 48 hours. Primary playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",1
1100-DDVRV,low,0.24210000038146973,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0378-TOVMS,medium,0.5777000188827515,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
4355-HBJHH,low,0.052799999713897705,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6728-WYQBC,low,0.2689000070095062,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9058-CBREO,medium,0.6829000115394592,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
9029-FEGVJ,low,0.3179999887943268,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
7216-KAOID,low,0.02449999935925007,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0318-QUUOB,high,0.8514999747276306,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
6145-NNPNO,medium,0.527400016784668,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
5520-FVEWJ,medium,0.6187000274658203,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
5339-TJFEK,medium,0.40639999508857727,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
5572-ZDXHY,medium,0.46889999508857727,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
2074-GUHPQ,low,0.32989999651908875,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4625-XMOYM,low,0.0066999997943639755,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
5827-MWCZK,low,0.29260000586509705,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
1385-TQOZW,low,0.11110000312328339,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5914-XRFQB,low,0.026599999517202377,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4329-YPDDQ,medium,0.41510000824928284,"plan, support_tickets",Send targeted intervention before renewal risk increases. Suggested playbook: Review whether this plan tier matches the customer's actual usage pattern.,2
4804-NCPET,low,0.014600000344216824,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3750-CKVKH,medium,0.6395000219345093,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
5944-UGLLK,low,0.056699998676776886,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
8063-GBATB,medium,0.5565999746322632,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7787-BNTZM,low,0.10899999737739563,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2252-ISRNH,low,0.2888000011444092,"support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
9415-TPKRV,low,0.3010999858379364,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5322-TEUJK,low,0.039500001817941666,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4547-KQRTM,medium,0.6710000038146973,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
4877-EVATK,low,0.3102000057697296,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1866-DIOQZ,low,0.02329999953508377,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
8375-KVTHK,low,0.2736000120639801,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
2697-NQBPF,medium,0.5304999947547913,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3709-OIJEA,low,0.12380000203847885,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7639-SUPCW,low,0.3012000024318695,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1386-ZIKUV,low,0.06539999693632126,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0599-XNYDO,low,0.3212999999523163,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6377-WHAOX,medium,0.42149999737739563,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6855-VLGOS,low,0.009600000455975533,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
8999-XXGNS,low,0.11479999870061874,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8746-OQQRW,low,0.12229999899864197,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3181-MIZBN,low,0.12160000205039978,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0471-ARVMX,low,0.26660001277923584,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7766-CLTIC,low,0.26589998602867126,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5650-YLIBA,medium,0.4805000126361847,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
0825-CPPQH,low,0.00570000009611249,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9084-OAYKL,low,0.011800000444054604,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6122-LJADA,low,0.021900000050663948,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2400-XIWIO,low,0.021700000390410423,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7524-VRLPL,low,0.0210999995470047,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
1069-XAIEM,high,0.8949999809265137,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
7569-NMZYQ,low,0.026599999517202377,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5201-USSQZ,low,0.2353000044822693,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
2105-PHWON,low,0.28299999237060547,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
1494-EJZDW,low,0.01720000058412552,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4884-TVUQF,low,0.05829999968409538,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
8003-EWNDZ,low,0.14399999380111694,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1897-RCFUM,low,0.029899999499320984,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9256-JTBNZ,low,0.0925000011920929,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4658-HCOHW,medium,0.64410001039505,"plan, support_tickets",Send targeted intervention before renewal risk increases. Suggested playbook: Review whether this plan tier matches the customer's actual usage pattern.,2
2211-RMNHO,low,0.025299999862909317,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2432-TFSMK,low,0.1777999997138977,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
3440-JPSCL,high,0.7483000159263611,payments,"Contact within 48 hours. Primary playbook: Review billing friction, failed payments, discounts, or plan-fit issues.",1
